kategori;category;entity;provinsi;province;kabupaten/kota
situs;site;Situs peninggalan era megalitikum;Jawa Tengah;Central Java;Kabupaten Temanggung
situs;site;Situs Gosari;Jawa Timur;East Java;Kabupaten Gresik
situs;site;Situs Kanjeng Sepuh Sedayu;Jawa Timur;East Java;Kabupaten Gresik
situs;site;Situs Tondowongso;Jawa Timur;East Java;Kabupaten Kediri
situs;site;Situs Bung Karno;Jawa Timur;East Java;Kabupaten Kediri
situs;site;Situs Sendang Gede Ngimbang;Jawa Timur;East Java;Kabupaten Lamongan
situs;site;Situs Pangeran Rangga Sukawati;Jawa Timur;East Java;Kabupaten Pamekasan
situs;site;Situs Pababaran Trunojoyo;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Situs Ratoh Ebuh;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Situs Makam Pangeran Santo Merto;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Situs Makam Bangsacara;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Ragapatmi;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Situs Makam Bangsacara dan Ragapatmi;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Situs Makam Sayyid Ustman Bin Ali Bin Abdillah Al-Habsyi;Jawa Timur;East Java;Kabupaten Sampang
situs;site;Situs Selobanteng;Jawa Timur;East Java;Kabupaten Situbondo
situs;site;Situs Batu Lantai;Jawa Timur;East Java;Kabupaten Situbondo
situs;site;situs prasejarah Sumbermalang;Jawa Timur;East Java;Kabupaten Situbondo
situs;site;Situs Istana Damnah;Kepulauan Riau;Riau islands;Kabupaten Lingga
situs;site;Situs Fondasi Bilik;Kepulauan Riau;Riau islands;Kabupaten Lingga
situs;site;Situs Istana Robat;Kepulauan Riau;Riau islands;Kabupaten Lingga
situs;site;Situs Warisan Dunia UNESCO;Nusa Tenggara Timur;East Nusa Tenggara;Kabupaten Ngada
situs;site;Situs Purbakala Kokas;Papua Barat;West Papua;Kabupaten Fakfak
situs;site;Situs Candi Pulau Sawah;Sumatera Barat;West Sumatra;Kabupaten Dharmasraya
situs;site;Kawasan megalit Belubus;Sumatera Barat;West Sumatra;Kabupaten Lima Puluh Kota
situs;site;Kawasan Megalit maek;Sumatera Barat;West Sumatra;Kabupaten Lima Puluh Kota
situs;site;Situs Cagar Budaya PDRI Kototinggi;Sumatera Barat;West Sumatra;Kabupaten Lima Puluh Kota
situs;site;Menara Bakaran Batu;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Menara Air Tirtanadi;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Rumah Tjong A Fie;Sumatera Utara;North Sumatra;Kota Medan
situs;site;PT PP London Sumatera;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Majid Raya Al Mashun;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Pekong Lima Medan Labuhan;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Bank Mandiri Cabang Kesawan;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Restoran Tip Top;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Titi Gantung;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Pariwisata;Sumatera Utara;North Sumatra;Kota Medan
situs;site;JW Marriott;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Grand Aston City Hall;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Alpha Inn;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Gandhi inn;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Graha Bunda Maria Annai Velangkanni;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Katedral Roma Katholik;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Pubbrma Buddhist Centre Kota Bangun;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Wihara Mahavira Graha;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Cetiya Atmavichara;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Yayasan Buddha Tzu Chi Medan;Sumatera Utara;North Sumatra;Kota Medan
situs;site;Situs Megalitik Sokoliman;Yogyakarta;Yogyakarta;Kabupaten Gunungkidul
situs;site;Situs Gondangan-terletak;Yogyakarta;Yogyakarta;Kabupaten Gunungkidul
situs;site;Situs Desa Bleberan-Bleberan;Yogyakarta;Yogyakarta;Kabupaten Gunungkidul
suku;ethnic group;Suku Raja Asal;Riau;Riau;Kabupaten Indragiri Hilir
suku;ethnic group;Suku Raja Rubiah;Riau;Riau;Kabupaten Indragiri Hilir
suku;ethnic group;Suku Nek Gewang;Riau;Riau;Kabupaten Indragiri Hilir
suku;ethnic group;Suku Raja Mafait;Riau;Riau;Kabupaten Indragiri Hilir
suku;ethnic group;Suku Datuk Kelambai;Riau;Riau;Kabupaten Indragiri Hilir
suku;ethnic group;Suku Datuk Miskin;Riau;Riau;Kabupaten Indragiri Hilir
suku;ethnic group;Suku Baksa Kambang;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Radap Rahayu;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Kuda Gepang;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Bugis;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Makassar;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Mandar;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Toraja;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Duri;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Pattinjo;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Bone;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Maiwa;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Endekan;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Pattae;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Suku Kajang;Sulawesi Selatan;South Sulawesi;None
suku;ethnic group;Etnis Kaili berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Kulawi berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Lore berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Pamona berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Mori berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Bungku berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Saluan;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Balantak berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Mamasa berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Taa berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Baree berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Banggai berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Buol;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Tolitoli berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Tomini;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Dampal berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Dondo berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Pendau berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Etnis Dampelas berdiam;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Suku Melayu;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Batak Karo;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Batak Toba;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Batak Mandailing;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Batak Pesisir;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Batak Simalungun;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Batak Pakpak;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Nias;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Minangkabau;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Aceh;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Jawa;Sumatera Utara;North Sumatra;None
suku;ethnic group;Suku Tionghoa;Sumatera Utara;North Sumatra;None
suku;ethnic group;suku Aceh;Aceh;Aceh;None
suku;ethnic group;Suku Baduy;Banten;Banten;None
suku;ethnic group;Suku Gorontalo;Gorontalo;Gorontalo;None
suku;ethnic group;Suku Jawa;Jakarta;Jakarta;None
suku;ethnic group;Suku Melayu;Jambi;Jambi;None
suku;ethnic group;Suku Jawa;Jawa Tengah;Central Java;None
suku;ethnic group;Suku Tengger;Jawa Timur;East Java;None
suku;ethnic group;Suku Jawa;Jawa Timur;East Java;None
suku;ethnic group;Suku Dayak;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Etnis Dayak;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Etnis Jawa;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Etnis Banjar;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Etnis Melayu;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Etnis Madura;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Etnis Bugis;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Jawa;Kalimantan Utara;North Kalimantan;None
suku;ethnic group;Suku Kadai;Maluku Utara;North Maluku;None
suku;ethnic group;suku Seti;Maluku;Maluku;None
suku;ethnic group;suku Sasak;Nusa Tenggara Barat;West Nusa Tenggara;None
suku;ethnic group;suku Asmat;Papua;Papua;None
suku;ethnic group;Suku Melayu;Riau;Riau;None
suku;ethnic group;etnis Minangkabau;Riau;Riau;None
suku;ethnic group;suku Daa;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;suku Taa;Sulawesi Tengah;Central Sulawesi;None
suku;ethnic group;Suku Bantik;Sulawesi Utara;North Sulawesi;None
suku;ethnic group;Suku Betawi;Jakarta;Jakarta;None
suku;ethnic group;Suku Sunda;Jakarta;Jakarta;None
suku;ethnic group;Suku Tionghoa;Jakarta;Jakarta;None
suku;ethnic group;Suku Batak;Jakarta;Jakarta;None
suku;ethnic group;Suku Minangkabau;Jakarta;Jakarta;None
suku;ethnic group;Suku Melayu;Jakarta;Jakarta;None
suku;ethnic group;Suku Bugis;Jakarta;Jakarta;None
suku;ethnic group;Suku Madura;Jakarta;Jakarta;None
suku;ethnic group;Suku Banten;Jakarta;Jakarta;None
suku;ethnic group;Suku Banjar;Jakarta;Jakarta;None
suku;ethnic group;Suku Minahasa;Jakarta;Jakarta;None
suku;ethnic group;Suku Madura;Jawa Timur;East Java;None
suku;ethnic group;Suku Osing;Jawa Timur;East Java;None
suku;ethnic group;Suku Tionghoa;Jawa Timur;East Java;None
suku;ethnic group;Suku Bawean;Jawa Timur;East Java;None
suku;ethnic group;Suku Sunda;Jawa Timur;East Java;None
suku;ethnic group;Suku Arab;Jawa Timur;East Java;None
suku;ethnic group;Suku Bugis;Jawa Timur;East Java;None
suku;ethnic group;Suku Banjar;Jawa Timur;East Java;None
suku;ethnic group;Suku Betawi;Jawa Timur;East Java;None
suku;ethnic group;Suku Minangkabau;Jawa Timur;East Java;None
suku;ethnic group;Suku Banten;Jawa Timur;East Java;None
suku;ethnic group;Suku Dayak;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Melayu;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Jawa;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Tionghoa;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Madura;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Bugis;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Sunda;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Batak;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Daya;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Banjar;Kalimantan Barat;West Kalimantan;None
suku;ethnic group;Suku Banjar;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Etnis mayoritas;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Jawa;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Etnis terbesar kedua;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Bugis;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Etnis terbesar ketiga;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Dayak;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Madura;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Mandar;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Sunda;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Tionghoa;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Batak;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Bali;Kalimantan Selatan;South Borneo;None
suku;ethnic group;Suku Jawa;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Banjar;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Melayu;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Madura;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Sunda;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Bugis;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Batak;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Flores;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Bali;Kalimantan Tengah;Central Kalimantan;None
suku;ethnic group;Suku Jawa;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Sunda;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Melayu;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Tionghoa;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Batak;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Minangkabau;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Bali;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Madura;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Banjar;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Bugis;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Betawi;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Banten;Yogyakarta;Yogyakarta;None
suku;ethnic group;Suku Kaur;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Musi;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Palembang;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Madura;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Sunda;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Serawai;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Basemah;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Melayu;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Minang;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Ambon;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Batak;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Lampung;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Keturunan India;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Tionghoa;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Minahasa;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Bali;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Kerinci;Bengkulu;Bengkulu;Kabupaten Rejang Lebong
suku;ethnic group;Suku Sunda;Jawa Barat;West Java;Kabupaten Bogor
suku;ethnic group;Suku Jawa;Jawa Barat;West Java;Kabupaten Bogor
suku;ethnic group;Suku Betawi;Jawa Barat;West Java;Kabupaten Bogor
suku;ethnic group;Suku Melayu;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Senganan;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Limbai;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Barai;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Linoh;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Kebahan;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Ingar Silat;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Silath Muntok;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Sane;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Randu;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Batu Entawa;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Lamantawa;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Keluas;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Kepuas;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Keninjal;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Kubitn;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Pangin;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Nyadupm;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Ella;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Kenyilu;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Ransa;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Tionghoa Hakka;Kalimantan Barat;West Kalimantan;Kabupaten Melawi
suku;ethnic group;Suku Dayak Bidayuh;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Kerambay;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Mali;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Tobak;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Desa;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Pandu;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Ribun;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Dayak Iban;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Tionghoa;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Melayu;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Jawa;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Sunda;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Batak;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Minang;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Bugis;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Madura;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Toraja;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Bima;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Flores;Kalimantan Barat;West Kalimantan;Kabupaten Sanggau
suku;ethnic group;Suku Banjar;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Jawa;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Bugis;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Madura;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Bukit;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Mandar;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Bakumpai;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Sunda;Kalimantan Selatan;South Borneo;Kabupaten Banjar
suku;ethnic group;Suku Banjar;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Jawa;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Bakumpai;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Sunda;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Buket;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Madura;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Bugis;Kalimantan Selatan;South Borneo;Kabupaten Barito Kuala
suku;ethnic group;Suku Banjar;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Selatan
suku;ethnic group;Suku Dayak Meratus;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Selatan
suku;ethnic group;Suku Jawa;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Selatan
suku;ethnic group;Suku Bugis;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Selatan
suku;ethnic group;Suku Dayak Bakumpai;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Selatan
suku;ethnic group;Suku Sunda;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Selatan
suku;ethnic group;Suku Banjar;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Jawa;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Bugis;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Madura;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Buket;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Mandar;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Bakumpai;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Sunda;Kalimantan Selatan;South Borneo;Kabupaten Hulu Sungai Tengah
suku;ethnic group;Suku Banjar;Kalimantan Selatan;South Borneo;Kabupaten Kotabaru
suku;ethnic group;Suku Bugis;Kalimantan Selatan;South Borneo;Kabupaten Kotabaru
